	shaking_mean	t00_mean	theta	prob	log2FC	length
HVO_RS20345	NA	NA	NA	NA	NA	365
HVO_RS20355	NA	NA	NA	NA	NA	255
HVO_RS20405	1343.47681322584	2185.12929066709	-0.199790489328431	0.078851776656117	-0.70174722184434	1034
HVO_RS19590	414.775119901431	246.490497700085	0.153584423589708	0.349849588767414	0.750797326087557	779
HVO_RS19475	83.1455551739699	715.66511596987	-0.523466019108123	0.845328686785351	-3.10557361278932	800
HVO_RS19295	127.370537407502	135.26674766564	-0.0225183615980447	0.0839233307695114	-0.0867756276940183	1226
HVO_RS19335	NA	NA	NA	NA	NA	359
HVO_RS19430	19.4202991132917	437.569202384595	-0.680300695902925	0.917796525687739	-4.4938738733309	1169
HVO_RS19625	NA	NA	NA	NA	NA	440
HVO_RS20330	NA	NA	NA	NA	NA	437
HVO_RS20385	401.365226049506	634.296491870044	-0.172154311851109	0.0326728896995844	-0.660241734807052	1220
HVO_RS20350	209.023885864269	1119.50225478011	-0.488110978059872	0.8128494631856	-2.42111771544716	575
HVO_RS19480	366.373181318144	1336.50818800117	-0.422618785701379	0.737344615852187	-1.8670828696679	488
HVO_RS19330	146.923758815655	1259.10015134419	-0.573048437385664	0.881804902641074	-3.09925342659619	449
