	t00_mean	t04_mean	theta	prob	log2FC	length
HVO_RS20405	1108.61606567293	835.172099035887	0.157816465402401	0.401888709041168	0.408614398843155	1034
HVO_RS19590	82.6669407310003	82.3797995061788	0.00158107759621928	0.00613672825439837	0.0050198827125198	779
HVO_RS19475	201.172090368107	22.5507687755502	0.767859055641655	0.976737817683237	3.1571816443974	800
HVO_RS19295	53.3494554306565	37.7480091667417	0.155679524556101	0.395056459846949	0.499072986102811	1226
HVO_RS19335	NA	NA	NA	NA	NA	359
HVO_RS19430	116.587817520692	26.3785329328961	0.46262428240868	0.918521971286217	2.14398081142683	1169
HVO_RS19625	NA	NA	NA	NA	NA	440
HVO_RS20330	NA	NA	NA	NA	NA	437
HVO_RS20385	248.396876913689	280.163619479247	-0.065863404544913	0.038092088155269	-0.173622592703821	1220
HVO_RS20350	358.137710504683	509.768538557256	-0.21533636046134	0.377359171820526	-0.509327900313959	575
HVO_RS19480	453.914343990825	1228.615466418	-0.85397046857304	0.967457906911707	-1.43654146566833	488
HVO_RS19330	349.073872015668	142.493206883245	0.326035179570718	0.776646740594554	1.29263923308353	449
