	t02_mean	t04_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS01955	294.005455085203	40.5928262266798	0.58020005983346	0.952589020617473	2.85654622905236	704	0.047410979382527	HVO_RS01955
HVO_RS03500	950.982226563002	451.616728869985	0.382226920842452	0.872262946880709	1.07431945032996	296	0.127737053119291	HVO_RS03500
HVO_RS02535	190.377809122154	94.3699816160504	0.235510711293428	0.617208058286831	1.01246539738319	1169	0.382791941713169	HVO_RS02535
HVO_RS03835	53.0276382267564	164.190788347952	-0.321864943602261	0.6953522782874	-1.6305567898713	1166	0.3046477217126	HVO_RS03835
HVO_RS03085	1152.90663462448	815.956576109374	0.241069230792155	0.631703662198052	0.498711403073134	317	0.368296337801948	HVO_RS03085
HVO_RS03550	235.917388106983	75.0970092427382	0.390025101309414	0.880455726534577	1.65145439690452	1019	0.119544273465423	HVO_RS03550
HVO_RS02965	1230.93266135795	609.08510241081	0.524265876174706	0.940477600966596	1.01503611765402	374	0.0595223990334041	HVO_RS02965
HVO_RS19945	248.487226972063	21.2893813282109	0.706997795685592	0.972036635266378	3.54496576398017	881	0.0279633647336224	HVO_RS19945
HVO_RS02380	106.515501246064	625.643536223502	-0.624175637001535	0.922322798978694	-2.55427750620797	1166	0.0776772010213065	HVO_RS02380
HVO_RS03005	205.118237914302	88.6170438495069	0.294656615069965	0.745254920653236	1.21079966723784	1166	0.254745079346764	HVO_RS03005
HVO_RS02165	146.333731913641	4.07216204398529	1.09692533168145	0.982842569686296	5.16732358652177	1499	0.0171574303137041	HVO_RS02165
HVO_RS03490	27.581955819513	101.749434481009	-0.345826074326522	0.743048473647	-1.88322410986743	1166	0.256951526353	HVO_RS03490
HVO_RS02455	20813.0506710829	52138.7987352367	-0.86136095103095	0.949261142227198	-1.32486890045491	878	0.0507388577728017	HVO_RS02455
HVO_RS03695	373.799651765403	217.741234093959	0.212320771119077	0.551178699950491	0.779650585608102	683	0.448821300049509	HVO_RS03695
HVO_RS19720	294.357952694133	479.465027547677	-0.1795072942095	0.312217819543077	-0.703853982489409	200	0.687782180456923	HVO_RS19720
HVO_RS19805	234.476681842391	713.788356325973	-0.435922638136268	0.858898269968256	-1.60605191038648	233	0.141101730031744	HVO_RS19805
HVO_RS20145	662.738329994581	1219.44846867139	-0.354325033197861	0.758860664601669	-0.879717527816038	719	0.241139335398331	HVO_RS20145
HVO_RS20160	213.113666278615	268.806287444167	-0.102685807526864	0.101763463229171	-0.334943772121845	1430	0.898236536770829	HVO_RS20160
HVO_RS20165	182.320553334954	307.286876143821	-0.246610529112605	0.514199940689002	-0.753108944221946	1373	0.485800059310998	HVO_RS20165
HVO_RS12285	92.8772037855614	32.7007229824331	0.316568273130436	0.781882417610455	1.50600200553641	1193	0.218117582389545	HVO_RS12285
HVO_RS12345	113.667366789748	162.604446029141	-0.183279769426512	0.324135438699965	-0.516548580297572	1877	0.675864561300035	HVO_RS12345
HVO_RS12475	263.65388990126	54.7459273895421	0.532369794243511	0.941964226400272	2.26782173200474	446	0.0580357735997279	HVO_RS12475
HVO_RS12560	240.31596520843	349.058826971804	-0.208132678936042	0.401545712512527	-0.538537698683239	920	0.598454287487473	HVO_RS12560
HVO_RS12625	95.3732662286039	20.5795661043772	0.447224327434336	0.920494564448546	2.21237236067587	1208	0.0795054355514542	HVO_RS12625
HVO_RS12645	279.613919384309	99.8144544733997	0.377825829455916	0.867347754594932	1.48611552349001	452	0.132652245405068	HVO_RS12645
HVO_RS12715	482.95820659262	478.743727663925	0.00567408957308037	0.00700291829385546	0.0126447635322654	464	0.992997081706145	HVO_RS12715
HVO_RS12795	62.0596167134126	10.9491880085929	0.519056280290641	0.939538836654435	2.50283090308222	1931	0.0604611633455651	HVO_RS12795
HVO_RS12855	71.1080253322574	5.47778766067575	0.730186989615	0.975780966288079	3.69834714518929	1712	0.0242190337119215	HVO_RS12855
